originalVatNumber,name
DK42023701,J.M.S Retail aps
DK40023631,Smedefirmaet J.L.Nielsen
DK44023725,Risør Byg ApS
DK43023721,ACT Safety ApS
DK47024455,Skumslukningscentralen i Aalborg  Oliehavn
DK42023736,Lighthousing ApS
DK44023741,LKT
DK41023694,Bording Brugtbilcenter ApS
DK40023674,NM Seidelin Holding ApS
DK40023682,Kim Jeppesen
DK44023776,Marcher Arts
DK43023772,Work the Talent
DK40023690,SecondHandForCharity
DK42026131,WoodWork By Frost
DK49026951,Damefrisør                        Lilli Petersen
DK43026151,Flexparking A/S
DK42026166,MV-Byg ApS
DK42026182,411 ApS
DK42026190,GS Invest v/Georg Sørensen
DK41026138,Tyrsted Murerforretning ApS
DK43026208,BioVignes
DK42026212,Kaj Søndergård
DK42026220,Another Nerd
DK43026224,Vetgruppen A/S
DK44026236,Algebekæmperne ApS
DK40026150,Avideer
DK44026252,CMK 2 ApS
DK42026255,Coco Sushi ApS
DK43026267,V Productions ApS
DK43026275,Maya Soele ApS
DK44026287,The Syndicate Corporation
DK44026295,Cuttomade ApS
DK41026235,Sejling Ådal B K/S
DK42026301,MulleogMikkel.dk
DK43026305,Betydning ApS
DK40026223,Natterdal Inc.
DK43026313,LHM Profil
DK44026333,Spøttrup elementfabrik ApS
DK42026336,Nordhavn Product Group ApS
DK44026341,Siffs Have og Naturpleje
DK43026356,Vang Food Rødovre ApS
DK40026274,MKB Entrepenør
DK43026372,Adeno K/S
DK44026384,RealMæglerne Nr. Nebel Per        Sønderby ApS
DK41026316,Sejling Ådal C K/S
DK40026304,Sixhøj - Tømrer & Snedker
DK43026399,H. J. Spedition ApS
DK44026406,Tømrermester Thomas Bækgaard ApS
DK41026340,Kenvex ApS
DK44026430,CBC Trans
DK43026437,Nørager Entreprise Mester ApS
DK41026375,Jysk multimester
DK42026441,Badminton v/Natasja Anthonisen
DK44026457,Konsulentværket ApS
DK43026453,Cameron ApS
DK40026371,Munkehus
DK43026461,Ladestander.dk A/S
DK41026413,First Camp Danmark A/S
DK42026484,Bikemore ApS
DK44026503,Ankerkilde Ejendomme ApS
DK41026448,KCB Malerfirma
DK40026436,Roerboel
DK41026464,Digimann
DK44026538,Jans Auto 2023 ApS
DK42026530,Hessellund IT ApS
DK42026549,HK-Haveservice ApS
DK40026479,clinic chrois
DK44026570,Northern Legacy anno 2015 ApS
DK43026569,Raney Consulting ApS
DK42026565,C/A Bogholderi
DK43026577,TP Aroma and Mindset
DK40026495,Mathias F Jørgensen
DK44026597,Liva Ejendomme ApS
DK41026537,Horsens Reklame Center ApS
DK41026545,The Donut Factory CPH ApS
DK40026525,Pernille Lyager Møller
DK44026619,Swift Business Consulting
DK43026615,Sophia Schaufuss Fitness
DK42026611,Oquam ApS
DK40026533,HY Entreprise & Design
DK44026627,Valgren Cycling ApS
DK41026561,Den Lokale Vinduespudser I/S
DK44026635,Verninge Autoforretning ApS
DK42026638,Anibus
DK43026666,Sjøgaard
DK42026662,Nikah ApS
DK44026678,Hår Galleriet hos Aleksandra
DK44026694,Vognmand B Pedersen
DK42026689,Luxdeal ApS
DK40026614,C Labs ApS
DK43026704,Provak ApS
DK44026708,BlomsterOasen Hornsyld
DK43026712,Jørn Andersen
DK43026720,Overgade 49A ApS
DK44026724,Strandby Skrivestue v/Kira        Vesterholt
DK44026732,TM Fliserens
DK42026727,Isonem Kolding ApS
DK40026649,Oreholm Advisory ApS
DK44026740,Vinkonsulenterne.dk
DK42026735,Custom Media ApS
DK43026747,Beltkomm
DK40026665,CityFoods ApS
DK43026755,KHY
DK41026715,Borupgaard I/S
DK44026783,Challenge 2025 I/S
DK44026791,Midt-Service ApS
DK42026786,KNAST Arkitekter ApS
DK44026813,Egedal City Parkering ApS
DK44026821,LB-Logistik ApS
DK43026828,Tømrermester Steffen Mejer Aps
DK41026774,Pigslide
DK43026844,R & G Invest ApS
DK42026840,TømrerMester Nørklit ApS
DK44026848,360Partners ApS
DK43026852,EmilyCreative
DK42026859,Thomsen Agro I/S
DK41026790,Implement Economics P/S
DK42026867,Snazzy Santa ApS
DK44026864,MIT EL & SIKRING ApS
DK44026872,S21 Advisory ApS
DK43026879,Online Management Zone ApS
DK40026789,Dan Alex Dralle
DK44026880,SchowLys ApS
DK43026895,Fiskbæk Entreprise ApS
DK44026899,Project-Gaea
DK42026905,LETKØB Kværndrup v/ Helle og Mads Clausen
DK43026909,IS Horsens ApS
DK42026913,Eliten ApS
DK44026910,Cornhole.dk ApS
DK43026925,Smart ... ApS
DK44026929,exhibit studio
DK43026941,The Arrangement Management ApS
DK42026948,North Security ApS
DK42026964,Marianne Kynde
DK44026961,Sandbjerg Byg ApS
DK40026894,365 North 01 ApS
DK43026992,Liva Pizza ApS
DK44026988,PoulsenFilm ApS
DK42026999,Sydhavsvikar ApS
DK41026928,TEBO ApS
DK44026996,Mayntz Consulting
DK42027006,Gert Frier Maskiner ApS
DK41026936,Bach & Westergreen Ejendomme II   ApS
DK44027003,STEKA GRUPPEN ApS
DK40026916,LumenLight DK ApS
DK44027011,FindOnline
DK40026924,Moodfredericia.dk ApS
DK43027018,Iversencycling
DK42027030,Vectory Sensor Systems ApS
DK43027034,Nyfjord Ejendomme ApS
DK43027042,MM-Invest 2023 ApS
DK44027046,DJ Materiel ApS
DK42027049,ChiliKids ApS
DK43027050,Almgren Invest ApS
DK41026987,BBS Karosseri ApS
DK40026975,Martinsen Ejendomme
DK44027070,Mads Kjeldsen
DK41027002,Karise Textiltryk & Skilte
DK40026983,Fugeservice Danmark ApS
DK43027077,1SG APS
DK40026991,MJB Entreprise ApS
DK43027093,Den Lille Chokoladefabrik ApS
DK44027097,Midtskov
DK40027009,Ejendomsselskabet Kuldyssen No. 6 ApS
DK43027107,Virksomheds Service ApS
DK41027045,Digitalo ApS
DK40027025,Hannu Sarenström DK ApS
DK41027053,Admincom Gastro ApS
DK43027123,Festkrudt ApS
DK44027127,zeacon - Zealand Architecture &   Consulting
DK41027061,BJ Development
DK40027041,WebConnection ApS
DK42027146,ORGANSK COPENHAGEN ApS
DK41027096,Martin Alexander
DK43027166,Nono ApS
DK43027174,Consortium ApS
DK44027178,Kemp Byggerådgivning ApS
DK41027118,D2el ApS
DK43027190,3D actions ApS
DK44027194,NOVATION
DK41027126,Analog Kristensen ApS
DK43027204,nkmedia
DK44027208,Radionauterne Media ApS
DK40027122,Danwind Properties ApS
DK43027220,Muhdi og Søn fragt
DK44027232,Loevbjerg Holding ApS
DK44027240,MRS Ejendomme 1 ApS
DK43027247,UPS Tønder Holding ApS
DK40027157,Kamp Innovation Aps
DK41027185,A E Auto ApS
DK41027193,Wardrobe Technology ApS
DK42027278,Malthe Jensen
DK42027286,Samsø Strandhotel A/S
DK41027215,Lyngø ApS
DK42027294,VHP Byg v/Valdemar Holm Petersen
DK44027291,Anorast ApS
DK41027231,Farre Production ApS
DK43027301,ADZ SERVICE
DK42027308,Kvik-kort ApS
DK44027321,KOPL ApS
DK40027246,Genladning Danmark ApS
DK43027336,Plug and Play Denmark ApS
DK41027274,Leapd ApS
DK44027348,Kaplock ApS
DK40027262,FreelanceDK ApS
DK42027375,Team Cykelhold
DK43027379,Danish Corporate Film
DK43027387,Hansen & Sander Ejendomme ApS
DK43027395,LaChrisByg
DK44027399,Bodrum ApS
DK42027413,AC Tømrer
DK40027327,EJEGOD EJENDOMME APS
DK42027421,DM-Service ApS
DK44027429,HelloLocal ApS
DK44027437,Reimers Byggeservice ApS
DK43027441,Hekra Event and Hunting
DK44027445,Amager B&B
DK42027464,Five Partners ApS
DK41027398,First Camp Skovlund A/S
DK42027472,Codeop ApS
DK42027480,Frisør Lyngholm v/Rikke F.        Lyngholm
DK43027492,Pashmina Copenhagen
DK42027502,Risby & Mortensen ApS
DK43027506,TOTAL BYG DANMARK ApS
DK44027518,U.GROW
DK44027526,D&D Entreprise ApS
DK41027460,Advokatanpartsselskabet Henrik    Halberg
DK44027534,Eberhardt Byg ApS
DK42027545,DS Investment ApS
DK43027549,Serveradministration ApS
DK44027550,Rebilance ApS
DK42027553,Kim A's Køreskole                 v/Kim Kragh Andersen
DK40027467,NB Materiel A/S
DK41027495,LH Leasing ApS
DK43027565,Sonja Pedersen
DK44027569,Cheffix ApS
DK41027517,Service Falken
DK44027585,F.H Transport ApS
DK41027525,Stenhøjgaard Invest ApS
DK44027593,Angels ink
DK40027505,Alt til badeværelset ApS
DK44027607,Havrevangsvej1 ApS
DK44027615,Ocean Creative Group ApS
DK42027634,Accom Byg A/S
DK44027631,Vendy ApS
DK42027642,RA Advisory P/S
DK43027646,Communis v/ Erik Hammershøj
DK40027556,Birkedal v/Karsten Jensen
DK43027654,DB Events ApS
DK41027592,Høstrig I/S
DK43027662,World Media ApS
DK42027669,Arkæologisk Rådgivning -          infrastruktur
DK44027666,KMC
DK41027622,Nordic Foresight Consulting ApS
DK40027599,ABP-Solution
DK44027690,SKLJ Solution ApS
DK42027707,Hasmark Sommerby ApS
DK41027657,LRC ApS
DK44027720,Kvistgård Smeden ApS
DK42027723,LetShop
DK41027665,AMC- Design
DK43027735,Ikast Tømrer & Snedker ApS
DK41027681,MocinoPlay A/S
DK44027747,Fatamo Biler ApS
DK43027751,Ahmed Halloum Ortopædkirurg ApS
DK40027661,JMH VSO
DK42027766,KGM I/S
DK44027763,Hjort Racing
DK42027774,Sørens Handelsfirma
DK44027771,Lemon Cox Group ApS
DK41027738,KMGN Consult ApS
DK44027828,Udlejning Rømersvej 12, Ikast I/S
DK42027839,Boldklubben Frem ApS
DK42027855,Marlene Schnoor
DK43027859,GIT Gruppen ApS
DK42027863,Lorens ApS
DK43027867,Økonomisk Udsyn
DK43027875,Ejendomsselskabet Heart K/S
DK40027785,Saraagn Design
DK43027883,Vegard Egeland
DK43027891,EXPERII ApS
DK42027901,Ru rengøring
DK44027895,Sebco Enterprise
DK44027909,Fyrkildens Garn
DK40027823,MN Regnskab og Rådgivning
DK41027851,UrbanOutdoor ApS
DK44027917,Almas Beauty & Frisør
DK44027925,The Taco Shop
DK44027933,Sandgaard v/Helga Birch
DK42027944,proud sushi
DK43027948,SIFF Connect
DK41027878,Strandstien 4a ApS
DK40027858,Holbæk Business & CycLink
DK40027866,Inspera ApS
DK43027964,K-Fast Parkering ApS
DK41027894,Benny Anderson ApS
DK42027979,Aplica Danmark ApS
DK40027890,Krop og brok med Mikkel Graack
DK42027995,Rondo ApS
DK41027924,HMS Consulting ApS
DK42028010,Happy Boba Aps
DK41027940,Induce ApS
DK43028030,TOJ ApS
DK42028037,Omni Agency Nordic ApS
DK44028034,Con'Art
DK44028042,Nordisk360
DK44028050,Sixten Juel Ditlefsen
DK43028065,Customtrade Aps
DK42028088,NL Solutions ApS
DK44028085,Vildmose ApS
DK41028025,Van Kessel Byg ApS
DK43028103,Stevnskalven ApS
DK40028021,Marquis Technologies ApS
DK42028142,Robert C. Spies Nordics ApS
DK41028084,Jysk Natur ApS
DK40028072,Bodil Jenny Larsen
DK43028170,1001 BILER A/S
DK41028114,twoday Business Apps CE ApS
DK44028182,Bjerco I/S
DK40028102,N&S Print service
DK43028219,LydTryk
DK41028149,Sønderborg Kraftvarme A/S
DK40028129,SKAGEN DEPOT ApS
DK41028165,Steen Jørgensen El-Service ApS
DK41028173,Lumax Enterprise ApS
DK40028153,MK Freelance
DK41028181,CSG-Ejendomme ApS
DK44028255,TAGEN BYG
DK43028278,Akunnaaq Consulting
DK41028211,GlamsBjergHus Drift ApS
DK42028290,Pizza Time
DK40028196,Kærfuld ApS
DK44028298,jakobsensvinduespolering
DK44028301,Swiss Worktravel
DK43028308,Dane Aviation Consulting
DK40028226,LKKD Ejendomme ApS
DK42028320,Hermans Danmark ApS
DK41028254,Søholt v. Filip Gregers Lüttichau
DK43028332,Marcolino Beauty
DK42028339,AA Entreprise Højby ApS
DK43028340,Global Fuel Supply ApS
DK40028250,Daniel Group ApS
DK41028289,Seest Transport ApS
DK40028269,Keld & Ko
DK44028360,Isbutikken
DK41028297,ayayoga ApS
DK43028375,NovoCare
DK40028285,Day et A/S
DK44028379,Roberts Garden
DK43028383,Karheli v/Kåre Kjærsgaard
DK40028293,DHL Copenhagen Hub Denmark A/S
DK44028395,Ellens
DK43028413,Salon Waldorf
DK44028409,Green Views V/ Sia Ørskov Jensen
DK40028331,CODUX APS
DK42028436,Wessel Bach Holding ApS
DK40028358,Spisestedet v/Vibeke Rasmussen
DK44028433,Guldsmed Lütken
DK41028378,E. W. Nielsen
DK42028452,JJ Software Consulting ApS
DK41028386,Karens ApS
DK43028464,SoMeQuality
DK42028460,NaboSprog
DK43028472,Andreas Christiansen
DK40028382,MAN Nordjylland A/S
DK44028468,NailsByMk
DK44028476,r3 Rådgivning ApS
DK44028484,TRIJACO
DK42028495,KE Trading
DK44028492,AJ Haveservice
DK42028509,Quality-trading
DK43028510,Mina Barbershop
DK44028514,AutoWest
DK43028529,Casper Droemme ApS
DK42028525,Wilson Energy
DK43028545,Jacoblund ApS
DK43028553,KG Creative
DK44028549,Havens Deli
DK40028471,Ruta Babelyte Illustration
DK42028568,Teistrup
DK41028491,PL Holding Horsens ApS
DK45029514,Tullebølle Brugsforening
DK41028513,Nibe Auto ApS
DK44028581,Nellie
DK41028521,StreetMass ApS
DK44028603,Dansk TotalByg
DK42028614,Røkkendal ApS
DK44028611,EMV v/Benny Bladt
DK43028626,Tømrermester Thomas Rasmussen
DK41028548,Bo-Byg & Renovering
DK42028622,SaleByOry
DK45029557,Andelsselskabet Vindelev Vandværk
DK42028630,GT Auto service v/Daniel Germann
DK40028552,Play It Forward
DK40028560,Maler Ida & Søn
DK43028669,Ulrik Technology
DK40028579,CLEAN
DK40028587,Otylia's rengøring v/ Mariusz     Ponichtera
DK42028681,Trinorama
DK40028609,Hirtshals Kiosk I/S
DK40028633,Dopamin Coaching
DK44028727,Wanovate I/S
DK42028738,Jysk Kapitalpartner ApS
DK42028746,Semper Ardens IT ApS
DK44028743,Drevsholt Design
DK48029655,Hr                                Jens Grønlund
DK43028766,West End 2022 ApS
DK40028684,Studio Jacob Morell
DK43028782,Vibrate To Win
DK44028778,NaturFyssen v/Tine Kaalund
DK43028790,Kanalens Keramik
DK42028789,Anders Stensig
DK40028706,SundNord
DK44028794,Beyer Psykoterapi & Coaching
DK43028804,Lifecoach Gitte Sofia Stigaard
DK44028808,Mamaguide
DK43028820,South Fork
DK42028819,Nyttehaven Marstal
DK44028816,Dime
DK40028730,Bjerregaard Byg
DK43028839,NL Vikar
DK40028749,Maciag
DK44028840,Brombergs Entreprise ApS
DK41028777,Bygmester Holm ApS
DK44028859,Entreprenørfirmaet Marcus Albek   ApS
DK42028878,cARTs ApS
DK41028807,JBN Biler Næstved ApS
DK42028886,Casper Sand Grafisk Design
DK40028803,BEG Konsulent
DK42028894,Tarup-Paarup Køreskole ApS
DK44028891,Early Bird Consulting
DK41028823,SJ Consult v/Søren Jørgensen
DK41028831,Factum Regnskab og Bogholderi     Varde ApS
DK44028905,Pineal Field
DK42028916,Tjøller's Service
DK44028913,jojoj
DK40028846,IPRIT
DK41028866,Bang & Jensen Commodities ApS
DK41028882,Alment Praktiserende Læge Trine   Rønnov ApS
DK44028956,B.S. Føroyar HRL ApS
DK41028904,Ejendomsadministrationen H&I I/S
DK43029002,Administrationsinteressentskabet
DK44028999,Tina Koed
DK40028935,Flawless
DK44029014,Vildbæk Flyttefirma ApS
DK43029029,Jacob Larsen
DK41028947,Raquel Bonita Illustration
DK43029037,AV Universe ApS
DK43029045,Green Hills ApS
DK41028971,lonealler.dk
DK44029057,Røsnæs vingård
DK42029068,Anet Ulstrup
DK44029065,Nature Event Fuen ApS
DK41029005,Vesterhedevej 46 v/Tommy Søgaard
DK43029096,Event Logic Denmark ApS
DK44029081,Mark-Service
DK42029106,TOLSTRUP MEDICO CONSULTING
DK43029126,Just Living ApS
DK42029114,Galleripetz
DK45030059,Ildved Vandværk
DK44029111,Jobteam Metal Glostrup
DK41029048,AP Concept
DK41029056,Helene&Hund
DK40029052,Midtpunktet
DK44029138,Falsled Maskinstation ApS
DK40029060,Elmaticool
DK41029072,Whitewater Consult
DK44029146,KK Elteknik
DK43029169,Jørn Bolding Parts ApS
DK42029173,Al Jacobi
DK43029193,I-Lanza Denmark ApS
DK42029181,Mikkel Alexander
DK40029109,Ecogenie Service I/S
DK44029189,Abida Petersen Håndkirurg ApS
DK40029125,JD entreprise
DK43029231,Åvang Entreprise ApS
DK44029227,Sct. Oluf anno 2023 ApS
DK41029188,SHARKBIRD
DK43029274,kardyb arkitektur & design
DK42029270,Astrup Snedkeren
DK43029290,Bestcleaner ApS
DK41029234,CSML
DK44029294,Dr.Smoke ApS
DK40029257,mhp.video
DK41029277,Lillelunds Invest ApS
DK40029265,JN Maskinteknik
DK43029363,MJI ApS
DK41029285,MP Consulting
DK43029371,DC Ejendomme Silkeborg ApS
DK42029394,bewood
DK44029383,Cafe Sand ApS
DK44029391,Bille Bach ApS
DK43029428,Kastoft Design ApS
DK44029413,LAVENDELHUSET - Silke & Vin
DK40029354,Smiley Transport
DK43029452,Sunes Bodega ApS
DK42029440,Rostved Consulting
DK42029459,Gårdejer                          Knud Viggo Pilkær Birkholm
DK41029390,Annelouise Dalgaard Pedersen
DK44029448,Advice Risk ApS
DK41029404,Food consult nordic
DK44029472,Højgaard plan og by
DK44029480,Hannibal Dahl
DK44029499,Bendix Estate ApS
DK43029541,NT Energy ApS
DK42029556,KHS Productions
DK43029576,MEDIA FACILITIES ApS
DK43029584,MUMLING ApS
DK41029501,Lars V. Andersen
DK40029494,Degn Performance
DK43029592,FALSTER Destilleri & Bryghus ApS
DK42029599,Frennegård Agro
DK40029532,LZK Anlæg
DK43029630,Jacob Jørgensen Medieproduktion
DK41029544,Brinck Lillelund
DK40029540,BossBooster
DK44029618,GOURMET BURGER OG SMOOTHIE BAR APS
DK43029649,Crystalmix
DK42029637,marcosi
DK43029657,Danekilde Prod.
DK40029567,DIN GLADE MALERMESTER
DK44029634,Palais 39 Sigrid Guergen
DK43029665,Ukendt Media ApS
DK42029653,Odense jern & metalhandel ApS
DK42029661,Style M
DK44029650,Transportmanager
DK40029583,Toxic Donkey Butts
DK41029595,Lisby
DK42029688,CAFOS electric
DK41029625,Eduardo Galguinho - Projects      Consultant
DK42029696,Raahauge v/Merete Raahauge
DK40029621,Jons' Food Business
DK44029693,M-J VVS og Blik ApS
DK42029718,præstø autoværksted
DK44029707,Ejerforeningen Lystrupvej 62 I/S
DK40029648,TGS-Bricks
DK40029656,Clover
DK43029754,Viviras
DK44029723,Moisa Service
DK43029762,Graphical Design Solutions
DK42029769,E/T Gönülkirmaz
DK43029797,Dyrlæge Susanne Gram
DK40029699,El Drive
DK41029714,Anton Skammelsen
DK43029819,Femø Kro anno 2022
DK43029827,ASK-Biler ApS
DK44029804,Sandet & Roostgaard I/S
DK43029835,Wearable Tech Consulting
DK41029757,Lisbeths Rengøring & Hushjælp
DK44029820,Susanne's Brasserie I/S
DK41029765,LNT-Negle og skønhed
DK40029761,Culture Code
DK41029773,Prinsen Frisør
DK43029878,Function Software ApS
DK43029894,ServiceLink Solutions
DK44029871,The Burger Go ApS
DK42029904,Kongsgaard I/S
DK43029916,HH Rådgivning ApS
DK40029826,Mondo Pizza
DK41029838,NP Cars ApS
DK40029834,WeWorks
DK42029920,JVS-Marketing v/Jonas Schou
DK41029846,InkText
DK43029940,Tagexperten ApS
DK44029928,HT Bogholderiservice
DK42029947,Hos Fido
DK44029936,Waterengineering
DK44029944,Hinds-Shankar Content Writing
DK43029983,A.B.Mikkelsen Invest ApS
DK44029960,GoCurvy
DK43029991,Preloved ApS
DK43030000,Pædagogstøtten I/S
DK42029998,Pure-Care v/ Rikke Stræde
DK40029923,Broholm Lammefjorden
DK43030027,Ingemann Madsen Consult
DK42030023,DørumBlink
DK44030012,Clean & Care ApS
DK44030020,kotoosminog.tattoo
DK43030051,MaarumKilden ApS
DK40029974,Dorthe-Rosa - din PA
DK44030055,EL Centralen ApS
DK42030074,Read.Die.Repeat
DK44030063,RM23 ApS
DK41030003,Sky-Tec
DK44030071,SebastianSales
DK43030116,Green Position ApS
DK43030124,Riks ApS
DK40030026,Marcus I. Studios
DK42030112,J.A.P Auto
DK44030101,Råt&Godt Rebike ApS
DK41030046,Optizeus
DK43030140,Mæglergården ApS
DK42030139,Brilleuglen
DK44030128,Base Construction ApS
DK42030155,WIIE Byg
DK43030167,GI 14 ApS
DK44030144,ARQ DK ApS
DK41030089,SV Auto ApS
DK44030152,Gold Service ApS
DK42030171,InsightOut
DK44030160,AP Entreprenøren ApS
DK43030191,Salamon RA-CMC
DK40030107,Klinik Åbo
DK43030205,Jesper A. Nielsen Ejendomme A/S
DK44030187,NSMM Invest ApS
DK40030115,Kasper Vest Tømrer og Snedker
DK41030127,Psykolog Bo Skytte Kaa
DK40030123,AutoAlliance
DK44030195,Sætter Copenhagen ApS
DK40030131,Sondergaard Projects
DK44030217,IdealByg ApS
DK43030248,Servely.io ApS
DK44030225,Hubbus ApS
DK41030178,Radioteket
DK44030233,REJ Jensen Holding ApS
DK40030166,Herbalife v/Charlotte Kristiansen
DK41030186,Petersen Global Consulting
DK43030264,Skovvang Angus
DK44030241,Jysk HaveService ApS
DK40030174,Vikarkontakten I/S
DK41030194,International Flight Support 2020 ApS
DK43030280,Bjergby Montage ApS
DK41030208,A.O-Svejsning&Montage
DK41030232,Bloome Studio
DK42030309,Graffiti Burger
DK43030310,KB Vinduespolering
DK44030306,J.J Media invest ApS
DK43030329,Groom Room
DK48031315,H N N Byggefirma Videbæk ApS
DK40030247,Stenspil Design
DK44030330,Urban Cars ApS
DK44030357,SB Cosmetics
DK43030388,Boe studio
DK42030392,Pilgaard Consulting
DK43030396,Murermester Christian Bendtsen ApS
DK40030298,M. Lilley
DK40030301,Fjellerup Strands Lille Butik
DK43030418,NFT Selections
DK43030426,Højset ApS
DK40030328,ENJOY IT
DK42030422,Nedergaard
DK41030348,Johanne Skovbo Lasgaard
DK44030403,Hermans Hule Aarhus Syd ApS
DK43030434,Bækgården Kaniner
DK40030336,Kubicki v/Mette Kubicki
DK41030364,Holm
DK43030450,Decision Makers Netværksgrupper   ApS
DK41030372,Sasslind sundhed
DK42030449,Malermester Morten Hansen
DK44030438,Møblera ApS
DK40030360,Designical
DK40030379,Kudo Technologies ApS
DK44030462,Simo Deliveries
DK41030410,Visdomstanden I/S
DK43030493,AUKI Pharma ApS
DK40030395,VFW Komplementar ApS
DK41030429,Firma Collet K/S
DK40030409,EJEGOD BYG APS
DK43030523,Bitlab ApS
DK40030441,Damhus Regnskab ApS
DK44030519,ADKD Ejendomme ApS
DK42030554,A.P Tagservice
DK43030558,Språkservice Danmark ApS
DK40030476,untie.app ApS
DK44030543,Fa. Herbst
DK42030589,The Common Good
DK44030578,Solwergy I/S
DK40030506,Kildebrønde Biler ApS
DK41030526,jc byggeservice
DK43030612,Vores HR ApS
DK43030620,Murermester Kurt Ejgaard Poulsen  ApS
DK40030522,Kulør Publishing ApS
DK41030542,Brandholm administration
DK41030550,Nobis Invest ApS
DK44030616,Skønne negle v/Christina HBN
DK41030569,Havbiksen ApS
DK43030647,Villa Sonja I/S
DK44030624,Yokohama Danmark, filial af       Yokohama Scandinavia Aktiebolag,  Sverige
DK42030651,Kegels Bageri
DK44030632,Padel Manager I/S
DK43030663,IT Data Group Aps
DK41030585,Guardian Service Group ApS
DK45031659,Birgit Fuglsbjerg
DK43030671,AH KØLESERVICE ApS
DK41030593,R.J. Gulvafslibning ApS
DK42030678,Valeria Brasil
DK42030686,Ørbæk Service
DK41030607,Stald Eagle I/S
DK43030698,Freelance Luminous Visionary
DK44030667,LINÉ
DK44030675,Vistu ApS
DK40030611,Aleksander
DK41030658,John Kjærgaard
DK43030744,Terplab Copenhagen ApS
DK40030646,INNCON A/S
DK41030666,Service Komplet v/ Mia Bruhn
DK42030740,Trekroner & KO - Naturpleje og    formidling
DK44030721,ScandIna Language Counsel Aps
DK41030674,EgMedia
DK40030662,Sunwell Holding ApS
DK42030759,Højbjergs Maskinservice
DK40030670,Sikker Bilsyn ApS
DK42030767,Maxy
DK44030748,Silkeborgvej 148 ApS
DK40030689,Jysk Kranservice ApS
DK43030787,Stenstrup Agro I/S
DK41030704,Søren Tofte Jensen
DK43030795,Lyngtoften 26
DK41030712,Flou Consulting v/ Lars Flou
DK42030791,TJ Teknik
DK44030772,Lindstrøm ApS
DK43030809,MD Byggeservice ApS
DK42030805,JPdronefoto
DK43030825,Life is life ApS
DK41030755,Celik Consulting ApS
DK40030743,NordicDesignLight
DK42030848,izz Tech
DK43030868,TJ Værkstedsservice ApS
DK42030864,Gangsted Søndergård v/Bjørn G.
DK43030876,Myscreens AS
DK43030884,Odin Seafoods Trading ApS
DK40030794,Görkem Restaurant ApS
DK43030892,CASMON ApS
DK43030914,Scandinavisk Boligindretning ApS
DK42030910,Brdr. Vestergaard Byg ApS
DK43030922,Watkins Consultancy
DK41030852,BJC Develop ApS
DK44030918,E.P. Rengøring
DK42030929,Colding TotalService
DK44030926,K/S Gentofte Bymidte
DK43030957,F&S Vinduespolering ApS
DK44030942,Vårlyd
DK42030953,SuperEvent GROUP ApS
DK40030875,Vidar Aps
DK43030965,Nakskov Vin & Ost
DK44030950,Jens' Biavl/Honning
DK43030973,Psykologklinikken Aarhus
DK41030895,Dyrlæge Pedersen I/S
DK43030981,Holger Højbjerg /v Holger Højbjerg
DK41030909,Danish House ApS
DK44030977,TS23 ApS
DK40030913,Blik & Varmetech. ApS
DK44030985,Karma Empire
DK41030925,Kruse El ApS
DK43031015,Hooge's
DK42031003,Tub of the World ApS
DK44031019,METAL POSTER I/S
DK42031038,Frederiks Tømrerfirma ApS
DK41030968,RevisorKort Aps
DK44031027,Info-Teria Gudenå Vest ApS
DK40030964,Site Facility ApS
DK41030976,WJ Group ApS
DK42031054,Hr                                Peter Højgaard
DK44031051,Anet Rengøring
DK40030999,Ipsen Rengøring ApS
DK40031006,GT Forsyning ApS
DK43031104,Møllestien 2 ApS
DK44031078,Rasch Consult ApS
DK41031026,Trafikzonen ApS
DK40031022,EL v/Mariusz Rokicki
DK43031120,ST Markservice v/Steffen Thomsen
DK44031086,David's Auto
DK41031034,Aaen Engineering ApS
DK40031030,twenty-five
DK41031042,CSN-Montage ApS
DK44031108,VernonDesigns
DK40031049,FRIDOLF Udlejning ApS
DK42031127,Maria Katja Holding ApS
DK40031057,Ejendomsselskabet af 15. november 2018 ApS
DK42031143,BRYG&BRØD
DK40031073,Nordic ElTech ApS
DK44031132,KB tømrer & snedker
DK41031077,Momentum Techinvest ApS
DK42031151,AN5 ApS
DK40031081,Bjørklund Multiservice
DK40031111,Thea Robotics
DK41031115,SW Regnskabsservice
DK44031175,Mooldijk entreprise
DK42031194,SOE Hornbæk ApS
DK43031228,Murermester Jonas Nicholson
DK42031208,Rosebakken 1 ApS
DK43031236,Autismestøtte ApS
DK44031191,SC Consulting
DK43031244,Novi Media
DK44031213,BK Marketing
DK42031232,Malermester Dennis Kristensen
DK40031170,BB Agro I/S
DK43031287,Dansk Møbelrens
DK41031182,Mal-let.dk Malermesteren ApS
DK44031248,KMarier Consulting
DK43031295,Mora-Jensen Dental Consulting
DK42031275,Studio Duzel
DK44031264,K.A.S. Advisory
DK42031283,DK Isolation ApS
DK44031272,LMN Hundeterapi
DK42031291,DHMK Street Food ApS
DK44031280,Øens glarmester
DK43031341,Lenlers Tømrerservice
DK41031247,EMZ Productions
DK41031263,Nicoma Consulting
DK43031376,Violapleje
DK44031337,MAL the Label
DK43031406,CA Entreprise
DK41031328,Peach-Pit
DK43031430,Skovbo Farm I/S
DK41031352,FRISØR TIEC
DK43031449,stenz consulting
DK41031360,saniflow ApS
DK42031429,VR Technologies ApS
